step,seed1,seed2,seed3,seed4,seed5
519000,28.46,23.58,24.35,24.1,21.47
520000,27.92,22.92,24.33,24.02,21.71
521000,26.46,23.31,24.32,23.99,21.85
522000,26.18,23.49,24.65,24.29,21.76
523000,26.68,23.59,24.78,24.47,21.41
524000,26.71,23.65,24.83,24.72,21.29
525000,26.99,23.8,25.21,24.61,21.02
526000,27.2,24.01,25.26,24.98,20.88
527000,27.19,24.01,25.38,25.45,20.99
528000,27.65,23.59,24.85,25.05,21.34
529000,28.22,23.52,25.39,25.22,21.77
530000,27.87,23.4,25.82,25.72,21.95
531000,27.7,23.46,26.09,25.95,22.39
532000,27.59,23.85,26.14,26.02,22.73
533000,28.01,24.06,25.86,26.19,23.14
534000,28.09,24.09,25.65,26.23,23.23
535000,27.62,23.39,25.58,26.68,23.27
536000,27.82,23.01,25.49,26.25,23.48
537000,27.87,22.98,25.61,26.02,23.22
538000,28.29,23.0,25.91,25.98,22.81
539000,27.56,23.21,25.92,25.64,23.02
540000,28.12,23.23,25.32,25.96,23.31
541000,28.24,23.92,25.19,25.72,23.78
542000,28.15,24.0,25.26,25.34,23.96
543000,27.14,24.4,24.83,25.41,24.17
544000,26.85,24.08,25.01,25.52,24.28
545000,27.33,24.33,24.92,25.43,24.73
546000,27.62,24.37,25.11,24.98,25.41
547000,27.92,24.44,25.12,24.85,24.97
548000,27.34,24.49,24.89,24.92,25.08
549000,27.09,24.52,25.04,24.32,25.22
550000,27.95,24.73,25.23,24.79,25.32
551000,27.6,24.89,24.78,24.85,25.37
552000,27.75,25.1,24.39,24.95,25.53
553000,26.6,25.39,24.52,24.48,25.18
554000,26.24,25.59,24.62,24.6,25.42
555000,26.29,25.92,24.34,24.45,25.04
556000,26.08,26.0,24.9,24.63,25.4
557000,26.1,26.24,25.24,24.35,25.81
558000,25.91,26.36,25.07,24.3,25.52
559000,26.56,26.47,25.61,24.37,25.46
560000,26.62,26.77,25.33,24.36,25.51
561000,26.4,27.06,24.93,24.24,25.4
562000,27.13,27.74,24.9,24.18,25.61
563000,26.43,28.0,25.25,24.19,25.89
564000,27.59,28.4,25.57,24.69,26.01
565000,27.05,28.18,25.49,24.99,25.52
566000,27.15,28.21,25.46,24.95,24.99
567000,26.78,28.43,25.52,24.92,25.2
568000,26.79,28.29,25.6,24.82,25.0
569000,27.26,28.29,25.37,25.01,24.75
570000,27.3,28.7,25.24,25.15,24.59
571000,27.56,28.84,25.71,25.31,24.43
572000,27.88,28.41,25.61,25.5,24.89
573000,28.57,28.38,25.12,25.18,25.34
574000,29.08,28.13,25.35,25.28,25.31
575000,29.48,28.04,25.13,25.54,25.17
576000,28.81,28.66,25.02,25.54,25.3
