step,seed1,seed2,seed3,seed4,seed5
582000,0.42,0.33,0.53,0.71,0.34
583000,0.43,0.35,0.52,0.74,0.32
584000,0.44,0.35,0.5,0.73,0.31
585000,0.45,0.35,0.53,0.75,0.37
586000,0.45,0.39,0.53,0.76,0.38
587000,0.42,0.4,0.51,0.78,0.35
588000,0.39,0.47,0.49,0.84,0.36
589000,0.39,0.47,0.51,0.83,0.35
590000,0.37,0.47,0.53,0.79,0.3
591000,0.4,0.5,0.52,0.82,0.32
592000,0.41,0.51,0.49,0.81,0.34
593000,0.45,0.53,0.51,0.81,0.36
594000,0.44,0.53,0.5,0.79,0.36
595000,0.43,0.55,0.52,0.79,0.34
596000,0.45,0.57,0.55,0.8,0.33
597000,0.47,0.58,0.53,0.83,0.37
598000,0.48,0.59,0.52,0.83,0.38
599000,0.47,0.57,0.46,0.79,0.39
600000,0.48,0.58,0.5,0.82,0.43
601000,0.49,0.58,0.5,0.82,0.44
602000,0.49,0.57,0.48,0.79,0.45
